"Cell" "sample" "Size_Factor" "n.umi" "hash_umis" "pval" "qval" "top_to_second_best_ratio" "top_oligo"
"E03_A01_RT_693" "E03_A01_RT_693" "sciChem18" 1.1113081248691 4488 47 0 0 43.0410132689988 "Dex_10_AC11"
"E03_A01_RT_694" "E03_A01_RT_694" "sciChem18" 1.63551474259367 6605 42 2.65476115265563e-34 4.247617844249e-33 39.9136690647482 "Nutlin_0_AB12"
"E03_A01_RT_697" "E03_A01_RT_697" "sciChem18" 0.661634427283918 2672 62 2.33595143166159e-88 5.60628343598781e-87 52.0761670761671 "Dex_0_BD12"
"E03_A01_RT_705" "E03_A01_RT_705" "sciChem18" 3.94776859063903 15943 231 0 0 4.38116855821774 "BMS_1_BH09"
"E03_A01_RT_707" "E03_A01_RT_707" "sciChem18" 3.81999787040007 15427 131 0 0 81.9291530944625 "SAHA_0.5_AE06"
"E03_A01_RT_708" "E03_A01_RT_708" "sciChem18" 1.63972424306665 6622 242 0 0 235.513698630137 "Nutlin_50_AB06"
"E03_A01_RT_710" "E03_A01_RT_710" "sciChem18" 0.323883918745271 1308 2 3.27574737992759e-17 3.60332211792035e-16 1.00692840646651 "Dex_1_AC05"
"E03_A01_RT_711" "E03_A01_RT_711" "sciChem18" 2.13793100492865 8634 53 0 0 54.2199270959903 "Nutlin_5_AA04"
"E03_A01_RT_719" "E03_A01_RT_719" "sciChem18" 1.8029042908137 7281 20 0 0 16.9771689497717 "Nutlin_10_BA03"
"E03_A01_RT_724" "E03_A01_RT_724" "sciChem18" 3.44411423992964 13909 23 0 0 8.48996763754045 "BMS_0.5_BH02"
"E03_A01_RT_726" "E03_A01_RT_726" "sciChem18" 1.87198962210569 7560 68 0 0 61.8447488584475 "Dex_0_AD12"
"E03_A01_RT_730" "E03_A01_RT_730" "sciChem18" 1.03157523355719 4166 5 0 0 2.99429223744292 "Dex_0.5_BD02"
"E03_A01_RT_731" "E03_A01_RT_731" "sciChem18" 3.36561943699214 13592 296 0 0 2.1997321106589 "SAHA_100_BE01"
"E03_A01_RT_736" "E03_A01_RT_736" "sciChem18" 2.6190521472238 10577 83 0 0 Inf "SAHA_0_BE08"
"E03_A01_RT_737" "E03_A01_RT_737" "sciChem18" 0.369693188598387 1493 58 0 0 52.8013698630137 "BMS_5_AH08"
"E03_A01_RT_743" "E03_A01_RT_743" "sciChem18" 0.752757731640385 3040 33 0 0 29.9395017793594 "Dex_5_AC04"
"E03_A01_RT_744" "E03_A01_RT_744" "sciChem18" 1.31410700059721 5307 20 0 0 11.9771689497717 "SAHA_0_BF12"
"E03_A01_RT_745" "E03_A01_RT_745" "sciChem18" 2.24093995767944 9050 20 0 0 14.9315068493151 "BMS_0.1_BH03"
"E03_A01_RT_747" "E03_A01_RT_747" "sciChem18" 0.935004340353321 3776 34 0 0 31.8059360730594 "Dex_0_AD04"
"E03_A01_RT_748" "E03_A01_RT_748" "sciChem18" 1.40547792262856 5676 122 0 0 113.721461187215 "Dex_1_AC05"
"E03_A01_RT_749" "E03_A01_RT_749" "sciChem18" 3.09596378904597 12503 123 0 0 118.455479452055 "Dex_50_BC02"
"E03_A01_RT_751" "E03_A01_RT_751" "sciChem18" 0.76513861538447 3090 11 0 0 9.07630057803468 "BMS_0.1_BH03"
"E03_A01_RT_752" "E03_A01_RT_752" "sciChem18" 2.28674922753255 9235 19 0 0 10.9783105022831 "BMS_0_AG08"
"E03_A01_RT_755" "E03_A01_RT_755" "sciChem18" 0.94367095897418 3811 185 0 0 1.40920740210304 "BMS_5_AG12"
"E03_A01_RT_756" "E03_A01_RT_756" "sciChem18" 0.989727846502177 3997 35 0 0 33.2901307966706 "BMS_0_BH12"
"E03_A01_RT_763" "E03_A01_RT_763" "sciChem18" 1.40646839332809 5680 71 1.60765462480085e-08 1.1253582373606e-07 91.1674208144796 "Nutlin_5_AA12"
"E03_A01_RT_767" "E03_A01_RT_767" "sciChem18" 0.285007943788843 1151 13 0 0 10.7854500616523 "BMS_5_BG04"
"E03_B02_RT_387" "E03_B02_RT_387" "sciChem18" 0.252074793029576 1018 1 0.999998211168851 1 Inf "Dex_100_BC01"
"E03_B02_RT_392" "E03_B02_RT_392" "sciChem18" 3.33491484530681 13468 177 0 0 1.02754083913002 "Nutlin_0.1_AB03"
"E03_B02_RT_396" "E03_B02_RT_396" "sciChem18" 1.31163082384839 5297 35 0 0 4.08017015706806 "Nutlin_0_AB04"
"E03_B02_RT_397" "E03_B02_RT_397" "sciChem18" 0.331312448991722 1338 2 5.73791535572927e-20 1.83613291383337e-18 1.00776699029126 "Dex_0.1_AC07"
"E03_B02_RT_399" "E03_B02_RT_399" "sciChem18" 0.83323347597694 3365 12 0 0 8.97696737044146 "SAHA_1_AE05"
"E03_B02_RT_400" "E03_B02_RT_400" "sciChem18" 0.372416983022085 1504 NA NA NA NA NA
"E03_B02_RT_401" "E03_B02_RT_401" "sciChem18" 2.02278878610865 8169 17 1.34036947402675e-05 0.00021445911584428 14.4722222222222 "Dex_0.1_BD03"
"E03_B02_RT_402" "E03_B02_RT_402" "sciChem18" 0.343198097386044 1386 2 0.81534508537254 1 1.01577909270217 "Nutlin_5_AA04"
"E03_B02_RT_403" "E03_B02_RT_403" "sciChem18" 1.4928869618618 6029 91 0 0 127.218289085546 "Dex_100_BC01"
"E03_B02_RT_404" "E03_B02_RT_404" "sciChem18" 0.347407597859033 1403 32 1.33232941253456e-12 3.46405647258987e-11 30.8977505112474 "Dex_0.5_AC06"
"E03_B02_RT_406" "E03_B02_RT_406" "sciChem18" 0.938470987801664 3790 123 0 0 153.613065326633 "Nutlin_50_BA10"
"E03_B02_RT_422" "E03_B02_RT_422" "sciChem18" 0.872852303958012 3525 11 0 0 6.978886756238 "Dex_10_BC11"
"E03_B02_RT_424" "E03_B02_RT_424" "sciChem18" 0.316950623848583 1280 3 0.0142098839520609 0.170518607424731 1 NA
"E03_B02_RT_427" "E03_B02_RT_427" "sciChem18" 0.98279455160549 3969 81 0 0 1.69040469040469 "Dex_0.1_AD03"
"E03_B02_RT_429" "E03_B02_RT_429" "sciChem18" 3.43495238595902 13872 91 0 0 15.8126491646778 "Nutlin_10_BA11"
"E03_B02_RT_431" "E03_B02_RT_431" "sciChem18" 2.14783571192392 8674 19 4.15570827141927e-96 1.62072622585352e-94 14.7082533589251 "BMS_1_BH01"
"E03_B02_RT_432" "E03_B02_RT_432" "sciChem18" 0.583387242021299 2356 58 0 0 49.5384615384615 "Dex_100_BD05"
"E03_B02_RT_434" "E03_B02_RT_434" "sciChem18" 1.43370633756508 5790 64 0 0 7.7791212031849 "Dex_0_BD12"
"E03_B02_RT_435" "E03_B02_RT_435" "sciChem18" 0.477406877171929 1928 59 0 0 70.9578163771712 "Dex_0_BC08"
"E03_B02_RT_438" "E03_B02_RT_438" "sciChem18" 0.639844071894327 2584 17 0.0803827378197892 0.884210116017681 14 "Dex_5_BC04"
"E03_B02_RT_439" "E03_B02_RT_439" "sciChem18" 1.37081144814512 5536 26 2.11344045318187e-06 4.01553686104555e-05 22.1030303030303 "Dex_1_BD09"
"E03_B02_RT_440" "E03_B02_RT_440" "sciChem18" 0.99591828837422 4022 60 0 0 74.9077306733167 "Dex_0_BD12"
"E03_B02_RT_441" "E03_B02_RT_441" "sciChem18" 1.61867674070171 6537 122 0 0 112.297504798464 "SAHA_5_AE12"
"E03_B02_RT_446" "E03_B02_RT_446" "sciChem18" 1.62362909419934 6557 10 7.59601980023846e-06 0.000129132336604054 1 NA
"E03_B02_RT_462" "E03_B02_RT_462" "sciChem18" 0.32660771316897 1319 3 3.77369845881895e-32 1.32079446058663e-30 1 NA
"E03_B02_RT_465" "E03_B02_RT_465" "sciChem18" 0.700262784565464 2828 77 0 0 98.9046321525885 "Nutlin_0_BB04"
"E03_B02_RT_469" "E03_B02_RT_469" "sciChem18" 1.25616446467489 5073 98 0 0 109.924349881797 "BMS_0_BH12"
"E03_B02_RT_474" "E03_B02_RT_474" "sciChem18" 0.967442255762824 3907 147 0 0 55.9357005758157 "Dex_50_AD06"
"E03_B02_RT_478" "E03_B02_RT_478" "sciChem18" 1.08208923923305 4370 44 0 0 41.915547024952 "SAHA_0_BF04"
"E03_B02_RT_479" "E03_B02_RT_479" "sciChem18" 1.10808909509563 4475 5 0.999751517995617 1 1.00998003992016 "Nutlin_1_BA05"
"E03_B02_RT_480" "E03_B02_RT_480" "sciChem18" 0.80574791406507 3254 5 0.00200238338344361 0.026030983984767 1 NA
"E03_B02_RT_481" "E03_B02_RT_481" "sciChem18" 0.710910344585377 2871 26 0.999105002186567 1 28.7362110311751 "SAHA_1_BF09"
"E03_B02_RT_482" "E03_B02_RT_482" "sciChem18" 0.911480661239559 3681 11 1.17187560408714e-11 2.81250144980914e-10 7.15098039215686 "Dex_1_BC05"
"E03_B02_RT_483" "E03_B02_RT_483" "sciChem18" 0.815157385710575 3292 16 0 0 10.6216768916155 "Dex_5_BC12"
"E03_B02_RT_484" "E03_B02_RT_484" "sciChem18" 0.252074793029576 1018 3 5.73791535572927e-20 1.83613291383337e-18 1.00579150579151 "SAHA_0.5_BF10"
"E03_B02_RT_487" "E03_B02_RT_487" "sciChem18" 2.28501590380838 9228 131 0 0 512.8359375 "SAHA_50_BE10"
"E03_B02_RT_491" "E03_B02_RT_491" "sciChem18" 1.76749496330561 7138 126 0 0 93.5873493975904 "BMS_0.5_AH10"
"E03_B02_RT_493" "E03_B02_RT_493" "sciChem18" 1.13631751003215 4589 61 0 0 21.406015037594 "Dex_0_AC08"
"E03_B02_RT_496" "E03_B02_RT_496" "sciChem18" 1.90541800821472 7695 177 0 0 1.39484595450619 "SAHA_0_AE08"
"E03_B02_RT_497" "E03_B02_RT_497" "sciChem18" 0.315960153149056 1276 3 1.51588381969913e-06 3.03176763939826e-05 1 NA
"E03_B02_RT_501" "E03_B02_RT_501" "sciChem18" 1.24749784605403 5038 466 0 0 4.91799778983323 "BMS_1_BH01"
"E03_B02_RT_502" "E03_B02_RT_502" "sciChem18" 0.256284293502565 1035 2 0.999999991456279 1 1.02414486921529 "Nutlin_50_AB06"
"E03_B02_RT_503" "E03_B02_RT_503" "sciChem18" 1.10264150624824 4453 14 9.87607200945629e-08 2.07397512198582e-06 3.69878296146045 "Dex_0.1_BD11"
"E03_B02_RT_506" "E03_B02_RT_506" "sciChem18" 1.15216504122458 4653 36 0 0 29.7927063339731 "BMS_0.1_BG07"
"E03_B02_RT_507" "E03_B02_RT_507" "sciChem18" 1.10709862439611 4471 5 0.672716599525504 1 1.01956947162427 "SAHA_5_BF08"
"E03_B02_RT_510" "E03_B02_RT_510" "sciChem18" 0.366721776499806 1481 56 0 0 46.7850287907869 "BMS_10_AG11"
"E03_B02_RT_511" "E03_B02_RT_511" "sciChem18" 1.02810858610884 4152 58 0 0 82.4121037463977 "SAHA_0_BE08"
"E03_B02_RT_517" "E03_B02_RT_517" "sciChem18" 1.10288912392312 4454 73 0 0 66.7197696737044 "Dex_100_AC01"
"E03_B02_RT_524" "E03_B02_RT_524" "sciChem18" 0.656682073786283 2652 51 0 0 25.1428571428571 "Nutlin_0.1_AB03"
"E03_B02_RT_528" "E03_B02_RT_528" "sciChem18" 2.24787325257612 9078 24 1.94286882467285e-14 5.44003270908398e-13 23.0623742454728 "BMS_0.5_BG06"
"E03_B02_RT_533" "E03_B02_RT_533" "sciChem18" 0.923613927308762 3730 57 0 0 48.5623800383877 "Dex_100_AC09"
"E03_B02_RT_538" "E03_B02_RT_538" "sciChem18" 1.90343706681567 7687 16 1.03057489489078e-86 3.91618460058495e-85 8.87715930902111 "Nutlin_10_BA11"
"E03_B02_RT_542" "E03_B02_RT_542" "sciChem18" 1.15389836494875 4660 121 0 0 111.142034548944 "SAHA_50_BE02"
"E03_B02_RT_543" "E03_B02_RT_543" "sciChem18" 1.67860021802308 6779 17 0 0 17.2141280353201 "BMS_0.1_BH11"
"E03_B02_RT_546" "E03_B02_RT_546" "sciChem18" 1.22521225531468 4948 96 0 0 144.522796352584 "Dex_0_AD04"
"E03_B02_RT_556" "E03_B02_RT_556" "sciChem18" 1.53126770146847 6184 57 0 0 60.510775862069 "Nutlin_0.1_AA07"
"E03_B02_RT_557" "E03_B02_RT_557" "sciChem18" 1.35199250485411 5460 51 0 0 45.3147792706334 "Dex_0_AC08"
"E03_B02_RT_563" "E03_B02_RT_563" "sciChem18" 1.84648500159288 7457 83 0 0 4.38305456539622 "Nutlin_0.5_AB10"
"E03_B02_RT_564" "E03_B02_RT_564" "sciChem18" 1.0476703824245 4231 49 0 0 49.4639830508475 "BMS_0.1_AG07"
"E03_B02_RT_565" "E03_B02_RT_565" "sciChem18" 0.923613927308762 3730 54 1.02265953408651e-80 3.78384027612008e-79 54.0813704496788 "Dex_10_AC03"
"E03_B02_RT_566" "E03_B02_RT_566" "sciChem18" 2.42219609569284 9782 96 0 0 8.97696737044146 "Nutlin_5_AA12"
"E03_B02_RT_568" "E03_B02_RT_568" "sciChem18" 0.624491776051662 2522 48 0 0 47.1606765327696 "Dex_0_AD12"
"E03_B02_RT_569" "E03_B02_RT_569" "sciChem18" 1.12913659746058 4560 100 0 0 223.244343891403 "Nutlin_0.5_AA06"
"E03_B02_RT_572" "E03_B02_RT_572" "sciChem18" 0.269160412596414 1087 NA NA NA NA NA
"E03_B02_RT_574" "E03_B02_RT_574" "sciChem18" 0.879537981179819 3552 121 0 0 219.05017921147 "SAHA_50_AF06"
"E03_B02_RT_581" "E03_B02_RT_581" "sciChem18" 0.970413667861404 3919 71 0 0 76.7822222222222 "Nutlin_5_AB08"
"E03_B02_RT_586" "E03_B02_RT_586" "sciChem18" 0.671043898929422 2710 11 2.83428936082769e-06 5.10172084948984e-05 5.1078431372549 "Dex_1_BC05"
"E03_B02_RT_588" "E03_B02_RT_588" "sciChem18" 0.660396338909509 2667 51 3.98380359868411e-08 8.76436791710503e-07 49.8829787234043 "Dex_0.1_AD11"
"E03_B02_RT_589" "E03_B02_RT_589" "sciChem18" 0.792128941946576 3199 20 0 0 20.2125813449024 "Dex_0_BD12"
"E03_B02_RT_591" "E03_B02_RT_591" "sciChem18" 0.707691314811915 2858 67 0 0 62.8426103646833 "Nutlin_0_BB04"
"E03_B02_RT_592" "E03_B02_RT_592" "sciChem18" 0.726510258102924 2934 23 0 0 21.7915789473684 "BMS_0.1_BG07"
"E03_B02_RT_593" "E03_B02_RT_593" "sciChem18" 2.12109300303669 8566 56 0 0 9.314993700126 "Dex_1_AD01"
"E03_B02_RT_598" "E03_B02_RT_598" "sciChem18" 1.81082805640991 7313 218 0 0 2.49366137358688 "Dex_5_AD08"
"E03_B02_RT_600" "E03_B02_RT_600" "sciChem18" 1.90145612541662 7679 154 0 0 1.57019468055936 "SAHA_50_BF06"
"E03_B02_RT_601" "E03_B02_RT_601" "sciChem18" 1.13755559840656 4594 43 0 0 38.9174664107486 "SAHA_100_BE09"
"E03_B02_RT_604" "E03_B02_RT_604" "sciChem18" 0.826795416430015 3339 3 1.59339688569953e-05 0.00023900953285493 1.02982107355865 "Nutlin_0.1_AA07"
"E03_B02_RT_613" "E03_B02_RT_613" "sciChem18" 2.2102353659941 8926 174 0 0 Inf "Nutlin_0.5_AA06"
"E03_B02_RT_614" "E03_B02_RT_614" "sciChem18" 0.933766251978912 3771 10 5.69677836693789e-199 2.33567913044453e-197 7.09784735812133 "Nutlin_1_AB01"
"E03_B02_RT_617" "E03_B02_RT_617" "sciChem18" 0.404607280756707 1634 2 1 1 1.04828973843058 "Dex_1_BD09"
"E03_B02_RT_619" "E03_B02_RT_619" "sciChem18" 0.311007799651422 1256 1 5.57819422924416e-46 2.0081499225279e-44 Inf "Nutlin_1_AA05"
"E03_B02_RT_623" "E03_B02_RT_623" "sciChem18" 0.812433591286876 3281 127 0 0 158.068527918782 "Nutlin_10_AA03"
"E03_B02_RT_624" "E03_B02_RT_624" "sciChem18" 1.24130740418199 5013 145 0 0 134.886756238004 "Nutlin_0.5_BA06"
"E03_B02_RT_630" "E03_B02_RT_630" "sciChem18" 0.288969826586951 1167 4 0.999635193711784 1 1.01596806387226 "Dex_0_BD04"
"E03_B02_RT_631" "E03_B02_RT_631" "sciChem18" 1.21505993064453 4907 117 0 0 139.829207920792 "SAHA_50_BF06"
"E03_B02_RT_635" "E03_B02_RT_635" "sciChem18" 0.384055013741526 1551 2 5.93364282476017e-26 1.95810213217086e-24 1.00386847195358 "BMS_50_AG10"
"E03_B02_RT_642" "E03_B02_RT_642" "sciChem18" 0.280798443315854 1134 32 0 0 14.2854122621564 "Dex_5_BC12"
"E03_B02_RT_651" "E03_B02_RT_651" "sciChem18" 1.7365427539454 7013 116 0 0 2.37272901128323 "SAHA_50_BF06"
"E03_B02_RT_652" "E03_B02_RT_652" "sciChem18" 0.473692612048703 1913 9 7.79248321670823e-20 2.33774496501247e-18 5 "Dex_1_BC05"
"E03_B02_RT_658" "E03_B02_RT_658" "sciChem18" 1.05930841314394 4278 51 0 0 60.6849642004773 "BMS_0.1_AG07"
"E03_B02_RT_659" "E03_B02_RT_659" "sciChem18" 0.541787472641172 2188 129 0 0 1.03480792773715 "Nutlin_0.5_AA06"
"E03_B02_RT_661" "E03_B02_RT_661" "sciChem18" 0.889690305849968 3593 129 0 0 5.57764876632801 "SAHA_50_BF06"
"E03_B02_RT_672" "E03_B02_RT_672" "sciChem18" 1.17742204406251 4755 45 0 0 1.10200364298725 "SAHA_0.1_AF11"
"E03_B02_RT_674" "E03_B02_RT_674" "sciChem18" 1.71920951670368 6943 125 0 0 1.66846303082561 "Dex_1_AD09"
"E03_B02_RT_678" "E03_B02_RT_678" "sciChem18" 1.83979932437107 7430 6 0.999999999998437 1 3 "Nutlin_10_BB07"
"E03_B02_RT_683" "E03_B02_RT_683" "sciChem18" 0.805500296390188 3253 8 3.29295994793062e-08 7.57380788024043e-07 5.07797270955166 "Dex_1_BC05"
"E03_B02_RT_684" "E03_B02_RT_684" "sciChem18" 0.61409183370663 2480 34 0 0 29.8042226487524 "Dex_0_BD04"
"E03_B02_RT_686" "E03_B02_RT_686" "sciChem18" 0.80574791406507 3254 27 0 0 21.9481765834933 "Dex_0.5_BD10"
"E03_B02_RT_693" "E03_B02_RT_693" "sciChem18" 1.05906079546906 4277 7 1.00247801424806e-174 4.00991205699224e-173 4.154 "Dex_5_AC12"
"E03_B02_RT_696" "E03_B02_RT_696" "sciChem18" 0.78247185262619 3160 31 0 0 30.4444444444444 "Nutlin_1_BA05"
"E03_B02_RT_697" "E03_B02_RT_697" "sciChem18" 0.540301766591882 2182 21 0 0 20.6221294363257 "Dex_0.5_BD10"
"E03_B02_RT_698" "E03_B02_RT_698" "sciChem18" 0.760186261886836 3070 41 0 0 55.1120448179272 "Dex_0_BD12"
"E03_B02_RT_699" "E03_B02_RT_699" "sciChem18" 0.988737375802651 3993 94 0 0 92.6391554702495 "BMS_0_AG08"
"E03_B02_RT_700" "E03_B02_RT_700" "sciChem18" 0.912966367288849 3687 4 6.5991740487899e-13 1.78177699317327e-11 1.00779727095517 "Dex_5_BC12"
"E03_B02_RT_701" "E03_B02_RT_701" "sciChem18" 0.287236502862779 1160 3 3.77369845881895e-32 1.32079446058663e-30 1 NA
"E03_B02_RT_702" "E03_B02_RT_702" "sciChem18" 1.13631751003215 4589 36 0 0 30.7927063339731 "SAHA_0.1_AF03"
"E03_B02_RT_705" "E03_B02_RT_705" "sciChem18" 1.72837137067431 6980 131 0 0 125.491362763916 "Nutlin_10_AA03"
"E03_B02_RT_706" "E03_B02_RT_706" "sciChem18" 2.13273103375613 8613 248 0 0 1.46540154255087 "SAHA_1_AF01"
"E03_B02_RT_709" "E03_B02_RT_709" "sciChem18" 1.03900376380364 4196 12 2.79191037092805e-05 0.000390867451929926 4.19315895372233 "Nutlin_5_BA04"
"E03_B02_RT_710" "E03_B02_RT_710" "sciChem18" 0.504892439083798 2039 3 3.8717259429904e-17 1.12280052346722e-15 1.00579150579151 "Dex_1_BC05"
"E03_B02_RT_711" "E03_B02_RT_711" "sciChem18" 0.443235638038253 1790 1 0.668887967951823 1 Inf "Dex_0.1_AD03"
"E03_B02_RT_713" "E03_B02_RT_713" "sciChem18" 0.658663015185337 2660 29 0 0 29.1943844492441 "Dex_0.1_AC07"
"E03_B02_RT_722" "E03_B02_RT_722" "sciChem18" 0.865423773711561 3495 5 3.75064058432792e-12 9.37660146081981e-11 1.9616122840691 "Nutlin_0.5_BA06"
"E03_B02_RT_724" "E03_B02_RT_724" "sciChem18" 0.786433735424297 3176 44 0 0 40.831094049904 "BMS_0_BH04"
"E03_B02_RT_725" "E03_B02_RT_725" "sciChem18" 2.48088148463981 10019 96 0 0 1.92199067726899 "SAHA_0_BF12"
"E03_B02_RT_727" "E03_B02_RT_727" "sciChem18" 0.877557039780765 3544 33 0 0 23.873320537428 "Nutlin_0.1_BB11"
"E03_B02_RT_728" "E03_B02_RT_728" "sciChem18" 0.555158827084784 2242 57 0 0 97.0204778156996 "Dex_50_AD06"
"E03_B02_RT_732" "E03_B02_RT_732" "sciChem18" 0.262969970724371 1062 50 0 0 205.438016528926 "Nutlin_5_AA04"
"E03_B02_RT_733" "E03_B02_RT_733" "sciChem18" 0.324379154095034 1310 57 0 0 Inf "Dex_100_BC01"
"E03_B02_RT_735" "E03_B02_RT_735" "sciChem18" 0.958775637141964 3872 29 4.58969925277474e-247 1.92767368616539e-245 27.6933045356372 "Dex_0_AC08"
"E03_B02_RT_737" "E03_B02_RT_737" "sciChem18" 1.45004910410727 5856 111 0 0 128.531707317073 "Dex_50_AC02"
"E03_B02_RT_745" "E03_B02_RT_745" "sciChem18" 1.44707769200869 5844 56 0 0 50.6775431861804 "SAHA_0.1_AF11"
"E03_B02_RT_748" "E03_B02_RT_748" "sciChem18" 0.747310142792988 3018 33 3.27270314865717e-309 1.40726235392258e-307 30.4877049180328 "Dex_0_AC08"
"E03_B02_RT_749" "E03_B02_RT_749" "sciChem18" 1.45995381110254 5896 118 0 0 2.45033191794749 "Dex_5_AD08"
"E03_B02_RT_750" "E03_B02_RT_750" "sciChem18" 0.651977337963531 2633 52 0 0 23.3003838771593 "Dex_100_AC09"
"E03_B02_RT_753" "E03_B02_RT_753" "sciChem18" 0.90157595424429 3641 93 0 0 86.6429942418426 "Nutlin_0_AA08"
"E03_B02_RT_754" "E03_B02_RT_754" "sciChem18" 0.96248990226519 3887 52 0 0 34.1194690265487 "Nutlin_0.5_AB02"
"E03_B02_RT_759" "E03_B02_RT_759" "sciChem18" 0.707196079462151 2856 135 0 0 1.47635020540459 "Dex_100_BC01"
"E03_B02_RT_760" "E03_B02_RT_760" "sciChem18" 1.70088580876244 6869 64 0 0 3.15642994241843 "SAHA_1_BF01"
"E04_A01_RT_386" "E04_A01_RT_386" "sciChem18" 1.50006787443337 6058 39 0 0 34.552752293578 "Nutlin_10_AA11"
"E04_A01_RT_387" "E04_A01_RT_387" "sciChem18" 1.24328834558104 5021 23 5.23627327627667e-94 1.20434285354363e-92 15.6307339449541 "Dex_100_BD05"
"E04_A01_RT_389" "E04_A01_RT_389" "sciChem18" 0.281541296340499 1137 19 0 0 18.5276381909548 "Dex_50_AC10"
"E04_A01_RT_390" "E04_A01_RT_390" "sciChem18" 1.73035231207336 6988 17 0 0 10.9610091743119 "SAHA_10_BE11"
"E04_A01_RT_392" "E04_A01_RT_392" "sciChem18" 2.42219609569284 9782 87 0 0 79.401376146789 "SAHA_50_AF06"
"E04_A01_RT_397" "E04_A01_RT_397" "sciChem18" 0.41525484077662 1677 7 0.976377913464461 1 1 NA
"E04_A01_RT_398" "E04_A01_RT_398" "sciChem18" 0.628701276524651 2539 39 0 0 37.1435768261965 "SAHA_0.1_BF11"
"E04_A01_RT_400" "E04_A01_RT_400" "sciChem18" 1.7825996414734 7199 84 0 0 70.8440366972477 "Nutlin_1_AB01"
"E04_A01_RT_401" "E04_A01_RT_401" "sciChem18" 2.23029239765952 9007 163 0 0 249.351648351648 "Dex_0_BD12"
"E04_A01_RT_402" "E04_A01_RT_402" "sciChem18" 0.357312304854301 1443 5 3.20114703625031e-08 5.76206466525056e-07 1.01173708920188 "Nutlin_50_BA10"
"E04_A01_RT_407" "E04_A01_RT_407" "sciChem18" 0.584872948070589 2362 27 0 0 20.9380733944954 "Nutlin_10_BA11"
"E04_A01_RT_421" "E04_A01_RT_421" "sciChem18" 2.41080568264829 9736 74 0 0 3.99856989631748 "BMS_0_BG08"
"E04_A01_RT_424" "E04_A01_RT_424" "sciChem18" 0.256284293502565 1035 1 1 1 Inf "Nutlin_0_AB12"
"E04_A01_RT_425" "E04_A01_RT_425" "sciChem18" 0.492016319989949 1987 93 0 0 88.5733944954128 "BMS_5_AG12"
"E04_A01_RT_433" "E04_A01_RT_433" "sciChem18" 1.35991627045033 5492 61 0 0 55.7201834862385 "Nutlin_1_AB09"
"E04_A01_RT_440" "E04_A01_RT_440" "sciChem18" 1.38492565561338 5593 84 0 0 78.6146788990826 "Dex_100_AC01"
"E04_A01_RT_444" "E04_A01_RT_444" "sciChem18" 1.01028011351736 4080 14 1.41487654868025e-11 2.97124075222853e-10 7.23222748815166 "SAHA_0.5_BF10"
"E04_A01_RT_446" "E04_A01_RT_446" "sciChem18" 1.11477477231744 4502 70 0 0 65.197247706422 "Nutlin_1_AA05"
"E04_A01_RT_453" "E04_A01_RT_453" "sciChem18" 0.97264222693534 3928 22 1.53807951311604e-111 3.6913908314785e-110 15.697247706422 "Nutlin_1_AB01"
"E04_A01_RT_454" "E04_A01_RT_454" "sciChem18" 1.57435317689788 6358 123 0 0 115.743119266055 "BMS_0_BH12"
"E04_A01_RT_456" "E04_A01_RT_456" "sciChem18" 0.685653341747443 2769 33 0 0 31.727027027027 "Dex_0_BD04"
"E04_A01_RT_462" "E04_A01_RT_462" "sciChem18" 0.912718749613967 3686 28 0 0 25.8715596330275 "Dex_0.5_AD10"
"E04_A01_RT_464" "E04_A01_RT_464" "sciChem18" 1.24477405163033 5027 56 0 0 51.743119266055 "Dex_0_AC08"
"E04_A01_RT_467" "E04_A01_RT_467" "sciChem18" 0.298874533582219 1207 2 0.274950968333028 1 Inf "SAHA_100_E09"
"E04_A01_RT_469" "E04_A01_RT_469" "sciChem18" 2.6948231557376 10883 67 0 0 6.19976147883125 "BMS_0.1_BG07"
"E04_A01_RT_470" "E04_A01_RT_470" "sciChem18" 1.78581867124686 7212 61 0 0 69.1093333333333 "Dex_0.1_AC07"
"E04_A01_RT_471" "E04_A01_RT_471" "sciChem18" 2.48335766138863 10029 116 0 0 109.201834862385 "SAHA_50_AF06"
"E04_A01_RT_472" "E04_A01_RT_472" "sciChem18" 1.0273657330842 4149 55 0 0 25.3463892288862 "Dex_0.5_AD02"
"E04_A01_RT_476" "E04_A01_RT_476" "sciChem18" 0.924852015683171 3735 31 0 0 25.7866972477064 "BMS_1_BG05"
"E04_A01_RT_477" "E04_A01_RT_477" "sciChem18" 4.08593925322303 16501 162 0 0 2.37625336268036 "Dex_5_AC12"
"E04_A01_RT_478" "E04_A01_RT_478" "sciChem18" 1.45599192830443 5880 63 0 0 15.2428924598269 "SAHA_0.5_AE06"
"E04_A01_RT_479" "E04_A01_RT_479" "sciChem18" 4.39050899332752 17731 345 0 0 3.95838814650696 "SAHA_100_E09"
"E04_A01_RT_480" "E04_A01_RT_480" "sciChem18" 1.05064179452308 4243 33 0 0 33.3746898263027 "Dex_1_AC05"
"E04_A01_RT_484" "E04_A01_RT_484" "sciChem18" 1.16974589614118 4724 15 0 0 12.8497536945813 "Dex_1_BD09"
"E04_A01_RT_485" "E04_A01_RT_485" "sciChem18" 1.1964886050284 4832 63 0 0 57.855504587156 "Dex_5_AD08"
"E04_A01_RT_486" "E04_A01_RT_486" "sciChem18" 0.927823427781751 3747 82 0 0 33.1536697247706 "Dex_50_AD06"
